Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,DewPoint,WetBulb,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month,Day
2,35,88,104,41.682587,-87.707973,9,3,0,64,47,48,51,0.42,29.79,5.2,5,7.6,2007,6,5
2,35,88,104,41.682587,-87.707973,9,3,0,63,51,47,52,0.27,29.78,6.2,3,8.1,2007,6,5
3,35,88,104,41.682587,-87.707973,9,8,0,64,47,48,51,0.42,29.79,5.2,5,7.6,2007,6,5
3,35,88,104,41.682587,-87.707973,9,8,0,63,51,47,52,0.27,29.78,6.2,3,8.1,2007,6,5
2,93,60,108,41.725517,-87.614258,8,1,0,64,47,48,51,0.42,29.79,5.2,5,7.6,2007,6,5
2,93,60,108,41.725517,-87.614258,8,1,0,63,51,47,52,0.27,29.78,6.2,3,8.1,2007,6,5
2,37,22,114,41.948167,-87.730698,8,2,0,64,47,48,51,0.42,29.79,5.2,5,7.6,2007,6,5
2,37,22,114,41.948167,-87.730698,8,2,0,63,51,47,52,0.27,29.78,6.2,3,8.1,2007,6,5
3,37,22,114,41.948167,-87.730698,8,1,0,64,47,48,51,0.42,29.79,5.2,5,7.6,2007,6,5
3,37,22,114,41.948167,-87.730698,8,1,0,63,51,47,52,0.27,29.78,6.2,3,8.1,2007,6,5
3,45,16,116,41.963976,-87.69181,9,1,0,64,47,48,51,0.42,29.79,5.2,5,7.6,2007,6,5
3,45,16,116,41.963976,-87.69181,9,1,0,63,51,47,52,0.27,29.78,6.2,3,8.1,2007,6,5
2,41,32,1,41.95469,-87.800991,9,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,41,32,1,41.95469,-87.800991,9,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,41,32,1,41.95469,-87.800991,9,4,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,41,32,1,41.95469,-87.800991,9,4,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
4,41,32,1,41.95469,-87.800991,9,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
4,41,32,1,41.95469,-87.800991,9,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,62,27,6,41.994991,-87.769279,9,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,62,27,6,41.994991,-87.769279,9,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,62,27,6,41.994991,-87.769279,9,4,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,62,27,6,41.994991,-87.769279,9,4,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,79,109,13,41.974089,-87.824812,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,79,109,13,41.974089,-87.824812,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,15,127,32,41.9216,-87.666455,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,15,127,32,41.9216,-87.666455,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,15,127,32,41.9216,-87.666455,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,15,127,32,41.9216,-87.666455,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,25,112,33,41.891118,-87.654491,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,25,112,33,41.891118,-87.654491,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,25,112,33,41.891118,-87.654491,8,6,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,25,112,33,41.891118,-87.654491,8,6,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,11,123,35,41.867108,-87.654224,8,2,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,11,123,35,41.867108,-87.654224,8,2,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,11,107,36,41.896282,-87.655232,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,11,107,36,41.896282,-87.655232,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,21,41,37,41.919343,-87.694259,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,21,41,37,41.919343,-87.694259,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,22,87,65,41.688324,-87.676709,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,22,87,65,41.688324,-87.676709,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,22,87,65,41.688324,-87.676709,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,22,87,65,41.688324,-87.676709,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,22,87,65,41.688324,-87.676709,8,2,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,22,87,65,41.688324,-87.676709,8,2,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,22,101,74,41.731922,-87.677512,8,5,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,22,101,74,41.731922,-87.677512,8,5,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,53,42,84,41.891126,-87.61156,5,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,53,42,84,41.891126,-87.61156,5,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,53,42,84,41.891126,-87.61156,5,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,53,42,84,41.891126,-87.61156,5,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,65,32,89,41.999129,-87.795585,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,65,32,89,41.999129,-87.795585,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,65,32,89,41.999129,-87.795585,8,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,65,32,89,41.999129,-87.795585,8,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,75,33,94,42.01743,-87.687769,8,2,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,75,33,94,42.01743,-87.687769,8,2,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,75,33,94,42.01743,-87.687769,8,2,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,75,33,94,42.01743,-87.687769,8,2,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,36,35,9,41.944869,-87.832763,8,2,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,36,35,9,41.944869,-87.832763,8,2,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,36,35,9,41.944869,-87.832763,8,4,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,36,35,9,41.944869,-87.832763,8,4,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,72,34,14,42.011601,-87.811506,8,2,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,72,34,14,42.011601,-87.811506,8,2,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,72,34,14,42.011601,-87.811506,8,2,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,72,34,14,42.011601,-87.811506,8,2,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,38,15,17,41.94983,-87.698457,9,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,38,15,17,41.94983,-87.698457,9,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,49,105,18,41.979243,-87.750938,9,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,49,105,18,41.979243,-87.750938,9,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,58,44,20,41.986921,-87.689778,9,1,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,58,44,20,41.986921,-87.689778,9,1,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,58,44,20,41.986921,-87.689778,9,9,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,58,44,20,41.986921,-87.689778,9,9,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,14,21,23,41.906638,-87.701431,9,2,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
2,14,21,23,41.906638,-87.701431,9,2,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
3,14,21,23,41.906638,-87.701431,9,3,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
3,14,21,23,41.906638,-87.701431,9,3,0,91,73,69,72,0.0,30.09,7.3,21,8.1,2007,6,26
2,11,46,68,41.868077,-87.666901,9,10,0,92,70,69,72,0.16,30.11,6.1,22,7.1,2007,6,26
